Datetime,Close,High,Low,Open,Volume
2026-01-27 02:00:00,15600.0,15900.0,15600.0,15900.0,0
2026-01-27 02:05:00,15550.0,15650.0,15550.0,15650.0,19600
2026-01-27 02:10:00,15625.0,15625.0,15475.0,15525.0,25400
2026-01-27 02:15:00,15825.0,15825.0,15725.0,15725.0,36800
2026-01-27 02:20:00,15750.0,15850.0,15750.0,15825.0,43600
2026-01-27 02:25:00,15700.0,15800.0,15700.0,15750.0,11700
2026-01-27 02:30:00,15750.0,15800.0,15700.0,15700.0,6500
2026-01-27 02:35:00,15750.0,15775.0,15750.0,15750.0,5400
2026-01-27 02:40:00,15825.0,15825.0,15750.0,15750.0,12500
2026-01-27 02:45:00,15775.0,15800.0,15775.0,15800.0,7200
2026-01-27 02:50:00,15750.0,15775.0,15750.0,15775.0,5100
2026-01-27 02:55:00,15750.0,15750.0,15750.0,15750.0,17100
2026-01-27 03:00:00,15700.0,15725.0,15700.0,15725.0,26800
2026-01-27 03:05:00,15700.0,15700.0,15675.0,15700.0,7900
2026-01-27 03:10:00,15700.0,15725.0,15700.0,15700.0,2000
2026-01-27 03:15:00,15725.0,15725.0,15700.0,15700.0,4600
2026-01-27 03:20:00,15700.0,15750.0,15700.0,15725.0,3900
2026-01-27 03:25:00,15725.0,15750.0,15675.0,15750.0,42900
2026-01-27 03:30:00,15750.0,15750.0,15725.0,15725.0,3900
2026-01-27 03:35:00,15775.0,15775.0,15750.0,15775.0,3400
2026-01-27 03:40:00,15800.0,15800.0,15750.0,15750.0,7600
2026-01-27 03:45:00,15775.0,15800.0,15775.0,15800.0,4700
2026-01-27 03:50:00,15750.0,15775.0,15750.0,15775.0,2500
2026-01-27 03:55:00,15775.0,15800.0,15750.0,15750.0,4400
2026-01-27 04:00:00,15775.0,15775.0,15750.0,15775.0,14600
2026-01-27 04:05:00,15750.0,15775.0,15750.0,15775.0,4700
2026-01-27 04:10:00,15775.0,15775.0,15750.0,15750.0,10500
2026-01-27 04:15:00,15700.0,15775.0,15700.0,15750.0,4100
2026-01-27 04:20:00,15750.0,15750.0,15700.0,15700.0,12500
2026-01-27 04:25:00,15775.0,15775.0,15700.0,15700.0,15300
2026-01-27 04:30:00,15800.0,15800.0,15775.0,15775.0,8200
2026-01-27 04:35:00,15775.0,15775.0,15775.0,15775.0,4400
2026-01-27 04:40:00,15750.0,15775.0,15750.0,15775.0,2700
2026-01-27 04:45:00,15775.0,15775.0,15750.0,15750.0,1200
2026-01-27 04:50:00,15775.0,15775.0,15750.0,15750.0,4600
2026-01-27 04:55:00,15700.0,15800.0,15700.0,15800.0,4800
2026-01-27 06:30:00,15750.0,15775.0,15675.0,15775.0,11400
2026-01-27 06:35:00,15725.0,15750.0,15700.0,15750.0,14600
2026-01-27 06:40:00,15750.0,15775.0,15750.0,15750.0,10600
2026-01-27 06:45:00,15725.0,15750.0,15725.0,15750.0,1200
2026-01-27 06:50:00,15775.0,15775.0,15725.0,15725.0,12200
2026-01-27 06:55:00,15775.0,15800.0,15775.0,15775.0,1500
2026-01-27 07:00:00,15800.0,15800.0,15775.0,15775.0,26200
2026-01-27 07:05:00,15900.0,15900.0,15825.0,15825.0,69700
2026-01-27 07:10:00,15900.0,15900.0,15875.0,15900.0,0
2026-01-27 07:15:00,15900.0,15900.0,15875.0,15875.0,7000
2026-01-27 07:20:00,15900.0,15900.0,15875.0,15900.0,2700
2026-01-27 07:25:00,15875.0,15900.0,15875.0,15875.0,6200
2026-01-27 07:30:00,15850.0,15875.0,15850.0,15875.0,6400
2026-01-27 07:35:00,15825.0,15825.0,15825.0,15825.0,3500
2026-01-27 07:40:00,15825.0,15825.0,15825.0,15825.0,7400
2026-01-27 07:45:00,15825.0,15825.0,15800.0,15825.0,6900
2026-01-27 07:50:00,15800.0,15825.0,15800.0,15800.0,2900
2026-01-27 07:55:00,15800.0,15825.0,15800.0,15800.0,2800
2026-01-27 08:00:00,15825.0,15825.0,15800.0,15800.0,12900
2026-01-27 08:05:00,15800.0,15825.0,15800.0,15825.0,6500
2026-01-27 08:10:00,15825.0,15825.0,15800.0,15800.0,4100
2026-01-27 08:15:00,15775.0,15825.0,15775.0,15825.0,33500
2026-01-27 08:20:00,15775.0,15800.0,15775.0,15775.0,4100
2026-01-27 08:25:00,15775.0,15775.0,15775.0,15775.0,5200
2026-01-27 08:30:00,15775.0,15800.0,15775.0,15775.0,10000
2026-01-27 08:35:00,15775.0,15800.0,15775.0,15775.0,10000
2026-01-27 08:40:00,15725.0,15800.0,15725.0,15775.0,22100
2026-01-27 08:45:00,15800.0,15800.0,15700.0,15725.0,30100
2026-01-27 09:00:00,15800.0,15800.0,15800.0,15800.0,14500
2026-01-27 09:05:00,15800.0,15800.0,15800.0,15800.0,900
2026-01-27 09:10:00,15800.0,15800.0,15800.0,15800.0,19300
2026-01-28 02:00:00,15325.0,15475.0,15125.0,15475.0,0
