Datetime,Close,High,Low,Open,Volume
2026-01-27 02:00:00,1260.0,1270.0,1260.0,1270.0,0
2026-01-27 02:05:00,1260.0,1265.0,1260.0,1260.0,56800
2026-01-27 02:10:00,1260.0,1265.0,1260.0,1260.0,24200
2026-01-27 02:15:00,1265.0,1265.0,1260.0,1260.0,4400
2026-01-27 02:20:00,1270.0,1270.0,1265.0,1265.0,85100
2026-01-27 02:25:00,1265.0,1275.0,1265.0,1265.0,92400
2026-01-27 02:30:00,1275.0,1275.0,1270.0,1270.0,224700
2026-01-27 02:35:00,1270.0,1275.0,1270.0,1275.0,34100
2026-01-27 02:40:00,1275.0,1275.0,1270.0,1270.0,25600
2026-01-27 02:45:00,1270.0,1275.0,1270.0,1275.0,24000
2026-01-27 02:50:00,1265.0,1275.0,1265.0,1270.0,209900
2026-01-27 02:55:00,1270.0,1270.0,1265.0,1265.0,12000
2026-01-27 03:00:00,1265.0,1270.0,1265.0,1270.0,2900
2026-01-27 03:05:00,1270.0,1270.0,1265.0,1265.0,148600
2026-01-27 03:10:00,1270.0,1270.0,1265.0,1270.0,118200
2026-01-27 03:15:00,1270.0,1270.0,1265.0,1270.0,206000
2026-01-27 03:20:00,1270.0,1270.0,1265.0,1270.0,44900
2026-01-27 03:25:00,1270.0,1270.0,1265.0,1265.0,16400
2026-01-27 03:30:00,1270.0,1270.0,1265.0,1270.0,23400
2026-01-27 03:35:00,1270.0,1270.0,1265.0,1270.0,19800
2026-01-27 03:40:00,1270.0,1270.0,1265.0,1270.0,13100
2026-01-27 03:45:00,1265.0,1270.0,1265.0,1270.0,148700
2026-01-27 03:50:00,1270.0,1270.0,1265.0,1265.0,20700
2026-01-27 03:55:00,1265.0,1270.0,1265.0,1270.0,46300
2026-01-27 04:00:00,1265.0,1270.0,1260.0,1265.0,539200
2026-01-27 04:05:00,1265.0,1265.0,1265.0,1265.0,53600
2026-01-27 04:10:00,1260.0,1265.0,1260.0,1265.0,100000
2026-01-27 04:15:00,1260.0,1265.0,1260.0,1260.0,79800
2026-01-27 04:20:00,1260.0,1265.0,1260.0,1260.0,590100
2026-01-27 04:25:00,1255.0,1260.0,1250.0,1260.0,871500
2026-01-27 04:30:00,1260.0,1260.0,1255.0,1255.0,228000
2026-01-27 04:35:00,1260.0,1260.0,1260.0,1260.0,5500
2026-01-27 04:40:00,1260.0,1260.0,1260.0,1260.0,6200
2026-01-27 04:45:00,1265.0,1265.0,1260.0,1265.0,15600
2026-01-27 04:50:00,1260.0,1260.0,1260.0,1260.0,10600
2026-01-27 04:55:00,1265.0,1265.0,1260.0,1260.0,29100
2026-01-27 06:30:00,1260.0,1265.0,1255.0,1260.0,114000
2026-01-27 06:35:00,1260.0,1260.0,1260.0,1260.0,10500
2026-01-27 06:40:00,1260.0,1260.0,1260.0,1260.0,69700
2026-01-27 06:45:00,1260.0,1260.0,1260.0,1260.0,0
2026-01-27 06:50:00,1260.0,1260.0,1260.0,1260.0,20600
2026-01-27 06:55:00,1265.0,1265.0,1260.0,1260.0,23100
2026-01-27 07:00:00,1260.0,1265.0,1260.0,1260.0,41600
2026-01-27 07:05:00,1260.0,1265.0,1260.0,1260.0,27100
2026-01-27 07:10:00,1260.0,1265.0,1260.0,1260.0,17700
2026-01-27 07:15:00,1260.0,1265.0,1260.0,1260.0,32200
2026-01-27 07:20:00,1255.0,1265.0,1255.0,1260.0,405000
2026-01-27 07:25:00,1255.0,1260.0,1255.0,1260.0,18500
2026-01-27 07:30:00,1255.0,1255.0,1255.0,1255.0,3100
2026-01-27 07:35:00,1255.0,1260.0,1255.0,1260.0,14000
2026-01-27 07:40:00,1255.0,1260.0,1255.0,1255.0,72100
2026-01-27 07:45:00,1250.0,1260.0,1250.0,1260.0,283200
2026-01-27 07:50:00,1255.0,1255.0,1250.0,1250.0,358700
2026-01-27 07:55:00,1255.0,1255.0,1250.0,1255.0,4800
2026-01-27 08:00:00,1250.0,1255.0,1250.0,1255.0,14300
2026-01-27 08:05:00,1255.0,1255.0,1250.0,1255.0,123000
2026-01-27 08:10:00,1255.0,1260.0,1250.0,1255.0,879100
2026-01-27 08:15:00,1255.0,1255.0,1255.0,1255.0,1100
2026-01-27 08:20:00,1255.0,1255.0,1255.0,1255.0,29300
2026-01-27 08:25:00,1260.0,1260.0,1255.0,1255.0,36300
2026-01-27 08:30:00,1260.0,1260.0,1255.0,1255.0,136300
2026-01-27 08:35:00,1255.0,1260.0,1250.0,1255.0,319200
2026-01-27 08:40:00,1255.0,1260.0,1255.0,1255.0,12800
2026-01-27 08:45:00,1255.0,1260.0,1255.0,1255.0,32200
2026-01-27 09:00:00,1255.0,1255.0,1255.0,1255.0,72000
2026-01-27 09:05:00,1255.0,1255.0,1255.0,1255.0,1800
2026-01-27 09:10:00,1255.0,1255.0,1255.0,1255.0,600
