Datetime,Close,High,Low,Open,Volume
2026-01-27 02:00:00,372.0,376.0,372.0,374.0,0
2026-01-27 02:05:00,372.0,374.0,372.0,372.0,1036300
2026-01-27 02:10:00,372.0,374.0,372.0,374.0,1750900
2026-01-27 02:15:00,372.0,372.0,370.0,372.0,2289100
2026-01-27 02:20:00,372.0,374.0,370.0,370.0,2285400
2026-01-27 02:25:00,372.0,374.0,372.0,372.0,764200
2026-01-27 02:30:00,370.0,374.0,370.0,372.0,3542800
2026-01-27 02:35:00,370.0,374.0,370.0,372.0,3708200
2026-01-27 02:40:00,370.0,372.0,370.0,372.0,503100
2026-01-27 02:45:00,372.0,374.0,370.0,370.0,1426900
2026-01-27 02:50:00,374.0,374.0,372.0,372.0,445400
2026-01-27 02:55:00,372.0,374.0,372.0,372.0,416800
2026-01-27 03:00:00,370.0,374.0,370.0,372.0,1796800
2026-01-27 03:05:00,372.0,372.0,370.0,370.0,967500
2026-01-27 03:10:00,370.0,372.0,370.0,370.0,248500
2026-01-27 03:15:00,372.0,372.0,370.0,372.0,914000
2026-01-27 03:20:00,370.0,372.0,370.0,370.0,337400
2026-01-27 03:25:00,370.0,372.0,370.0,370.0,583400
2026-01-27 03:30:00,370.0,372.0,370.0,372.0,406400
2026-01-27 03:35:00,370.0,372.0,370.0,370.0,346600
2026-01-27 03:40:00,372.0,372.0,370.0,372.0,766000
2026-01-27 03:45:00,370.0,372.0,370.0,372.0,249300
2026-01-27 03:50:00,372.0,372.0,370.0,370.0,514800
2026-01-27 03:55:00,372.0,372.0,370.0,370.0,150400
2026-01-27 04:00:00,370.0,372.0,370.0,372.0,775400
2026-01-27 04:05:00,372.0,372.0,370.0,370.0,300300
2026-01-27 04:10:00,370.0,372.0,370.0,372.0,382000
2026-01-27 04:15:00,372.0,372.0,370.0,370.0,1089800
2026-01-27 04:20:00,372.0,372.0,370.0,372.0,623400
2026-01-27 04:25:00,370.0,372.0,370.0,370.0,145200
2026-01-27 04:30:00,372.0,372.0,370.0,372.0,263900
2026-01-27 04:35:00,370.0,372.0,370.0,370.0,489200
2026-01-27 04:40:00,370.0,372.0,370.0,372.0,422600
2026-01-27 04:45:00,370.0,372.0,370.0,372.0,180000
2026-01-27 04:50:00,370.0,372.0,370.0,370.0,1052700
2026-01-27 04:55:00,370.0,372.0,370.0,370.0,425600
2026-01-27 06:30:00,372.0,372.0,370.0,370.0,2245400
2026-01-27 06:35:00,370.0,372.0,370.0,372.0,423300
2026-01-27 06:40:00,370.0,372.0,370.0,370.0,245400
2026-01-27 06:45:00,370.0,372.0,370.0,370.0,824700
2026-01-27 06:50:00,372.0,372.0,370.0,372.0,1278400
2026-01-27 06:55:00,370.0,372.0,370.0,370.0,421100
2026-01-27 07:00:00,370.0,372.0,370.0,370.0,915300
2026-01-27 07:05:00,370.0,372.0,370.0,370.0,1688600
2026-01-27 07:10:00,370.0,372.0,370.0,370.0,764200
2026-01-27 07:15:00,370.0,372.0,370.0,370.0,1114400
2026-01-27 07:20:00,370.0,372.0,370.0,370.0,291400
2026-01-27 07:25:00,372.0,372.0,370.0,372.0,804300
2026-01-27 07:30:00,370.0,372.0,370.0,372.0,398100
2026-01-27 07:35:00,370.0,372.0,370.0,372.0,1169200
2026-01-27 07:40:00,370.0,372.0,370.0,370.0,321000
2026-01-27 07:45:00,370.0,372.0,370.0,372.0,1407000
2026-01-27 07:50:00,372.0,372.0,370.0,372.0,2617200
2026-01-27 07:55:00,370.0,372.0,370.0,372.0,1642200
2026-01-27 08:00:00,370.0,372.0,370.0,370.0,1307100
2026-01-27 08:05:00,372.0,372.0,370.0,372.0,7210700
2026-01-27 08:10:00,370.0,372.0,368.0,370.0,10193800
2026-01-27 08:15:00,372.0,372.0,370.0,370.0,203500
2026-01-27 08:20:00,370.0,372.0,368.0,372.0,8131600
2026-01-27 08:25:00,372.0,372.0,368.0,370.0,5477600
2026-01-27 08:30:00,370.0,372.0,370.0,370.0,4010200
2026-01-27 08:35:00,370.0,372.0,368.0,372.0,2345800
2026-01-27 08:40:00,370.0,370.0,368.0,370.0,1500200
2026-01-27 08:45:00,370.0,370.0,368.0,370.0,2402800
2026-01-27 09:00:00,370.0,370.0,370.0,370.0,6929100
2026-01-27 09:05:00,370.0,370.0,370.0,370.0,1509000
2026-01-27 09:10:00,370.0,370.0,370.0,370.0,3343100
2026-01-28 02:00:00,362.0,368.0,360.0,368.0,0
2026-01-28 02:05:00,362.0,364.0,360.0,360.0,17302400
2026-01-28 02:10:00,366.0,368.0,360.0,362.0,5222400
2026-01-28 02:15:00,366.0,368.0,364.0,366.0,3181700
2026-01-28 02:20:00,362.0,366.0,362.0,364.0,4698200
2026-01-28 02:25:00,366.0,366.0,362.0,364.0,7070200
2026-01-28 02:30:00,362.0,366.0,362.0,366.0,3189300
2026-01-28 02:35:00,362.0,364.0,360.0,362.0,11634500
2026-01-28 02:40:00,364.0,364.0,360.0,360.0,4011000
2026-01-28 02:45:00,364.0,364.0,362.0,362.0,1197600
2026-01-28 02:50:00,362.0,364.0,360.0,362.0,2655100
2026-01-28 02:55:00,362.0,364.0,360.0,364.0,1379100
2026-01-28 03:00:00,360.0,364.0,360.0,360.0,2348200
2026-01-28 03:05:00,360.0,364.0,360.0,360.0,6156800
2026-01-28 03:10:00,360.0,362.0,360.0,360.0,1655400
2026-01-28 03:15:00,360.0,362.0,360.0,362.0,827900
2026-01-28 03:20:00,362.0,362.0,360.0,360.0,5878000
2026-01-28 03:25:00,360.0,362.0,358.0,360.0,3826500
2026-01-28 03:30:00,358.0,360.0,358.0,358.0,7255400
2026-01-28 03:35:00,358.0,360.0,358.0,358.0,2611100
2026-01-28 03:40:00,358.0,360.0,356.0,360.0,4516800
2026-01-28 03:45:00,356.0,358.0,356.0,356.0,1796200
