Datetime,Close,High,Low,Open,Volume
2026-01-27 02:00:00,4580.0,4760.0,4560.0,4760.0,0
2026-01-27 02:05:00,4570.0,4640.0,4570.0,4590.0,13999500
2026-01-27 02:10:00,4570.0,4590.0,4550.0,4570.0,8007700
2026-01-27 02:15:00,4630.0,4630.0,4560.0,4570.0,7430200
2026-01-27 02:20:00,4630.0,4680.0,4620.0,4630.0,9843200
2026-01-27 02:25:00,4620.0,4630.0,4620.0,4630.0,2960700
2026-01-27 02:30:00,4650.0,4650.0,4610.0,4630.0,3188200
2026-01-27 02:35:00,4620.0,4650.0,4610.0,4650.0,2894200
2026-01-27 02:40:00,4620.0,4630.0,4620.0,4620.0,1830500
2026-01-27 02:45:00,4610.0,4630.0,4610.0,4620.0,2659100
2026-01-27 02:50:00,4610.0,4630.0,4610.0,4620.0,1909900
2026-01-27 02:55:00,4600.0,4620.0,4600.0,4620.0,3308600
2026-01-27 03:00:00,4620.0,4630.0,4600.0,4600.0,3566200
2026-01-27 03:05:00,4610.0,4620.0,4590.0,4620.0,8946900
2026-01-27 03:10:00,4610.0,4620.0,4600.0,4600.0,1160000
2026-01-27 03:15:00,4610.0,4620.0,4600.0,4610.0,1577100
2026-01-27 03:20:00,4600.0,4610.0,4600.0,4610.0,1225800
2026-01-27 03:25:00,4610.0,4610.0,4600.0,4610.0,1339300
2026-01-27 03:30:00,4630.0,4640.0,4600.0,4610.0,2152100
2026-01-27 03:35:00,4610.0,4630.0,4600.0,4630.0,3163100
2026-01-27 03:40:00,4600.0,4610.0,4590.0,4610.0,7364700
2026-01-27 03:45:00,4600.0,4610.0,4590.0,4600.0,2726200
2026-01-27 03:50:00,4600.0,4610.0,4590.0,4600.0,2229700
2026-01-27 03:55:00,4600.0,4600.0,4590.0,4590.0,1884700
2026-01-27 04:00:00,4580.0,4600.0,4580.0,4600.0,5311900
2026-01-27 04:05:00,4590.0,4590.0,4580.0,4590.0,989800
2026-01-27 04:10:00,4600.0,4600.0,4580.0,4590.0,3192100
2026-01-27 04:15:00,4600.0,4610.0,4590.0,4600.0,636700
2026-01-27 04:20:00,4600.0,4610.0,4590.0,4590.0,1440800
2026-01-27 04:25:00,4610.0,4610.0,4600.0,4610.0,125600
2026-01-27 04:30:00,4630.0,4630.0,4600.0,4600.0,1967200
2026-01-27 04:35:00,4620.0,4630.0,4620.0,4620.0,1785500
2026-01-27 04:40:00,4610.0,4620.0,4600.0,4620.0,3255600
2026-01-27 04:45:00,4610.0,4610.0,4600.0,4610.0,169900
2026-01-27 04:50:00,4610.0,4610.0,4600.0,4610.0,650900
2026-01-27 04:55:00,4620.0,4620.0,4600.0,4610.0,1645000
2026-01-27 06:30:00,4630.0,4640.0,4610.0,4630.0,1912500
2026-01-27 06:35:00,4600.0,4630.0,4600.0,4620.0,1429900
2026-01-27 06:40:00,4620.0,4620.0,4600.0,4600.0,2706100
2026-01-27 06:45:00,4610.0,4620.0,4600.0,4620.0,1116800
2026-01-27 06:50:00,4610.0,4620.0,4600.0,4610.0,1091300
2026-01-27 06:55:00,4600.0,4620.0,4600.0,4620.0,2056100
2026-01-27 07:00:00,4610.0,4610.0,4600.0,4610.0,779800
2026-01-27 07:05:00,4610.0,4610.0,4600.0,4610.0,808500
2026-01-27 07:10:00,4610.0,4610.0,4600.0,4600.0,1600900
2026-01-27 07:15:00,4610.0,4620.0,4600.0,4610.0,2505500
2026-01-27 07:20:00,4610.0,4610.0,4600.0,4610.0,1506100
2026-01-27 07:25:00,4610.0,4610.0,4600.0,4610.0,2302400
2026-01-27 07:30:00,4600.0,4610.0,4600.0,4610.0,1648400
2026-01-27 07:35:00,4610.0,4610.0,4600.0,4600.0,2055900
2026-01-27 07:40:00,4620.0,4620.0,4610.0,4610.0,1426200
2026-01-27 07:45:00,4620.0,4630.0,4610.0,4610.0,2505400
2026-01-27 07:50:00,4620.0,4620.0,4610.0,4620.0,401900
