Datetime,Open,High,Low,Close,Volume
2026-02-03 09:00:00,22050.0,22075.0,22000.0,22000.0,0
2026-02-03 09:05:00,22000.0,22025.0,21850.0,21850.0,47900
2026-02-03 09:10:00,21850.0,21950.0,21825.0,21950.0,41800
2026-02-03 09:15:00,21950.0,22025.0,21925.0,22025.0,98800
2026-02-03 09:20:00,22000.0,22000.0,21950.0,21975.0,17800
2026-02-03 09:25:00,21975.0,21975.0,21950.0,21975.0,29700
2026-02-03 09:30:00,21975.0,21975.0,21950.0,21975.0,1100
2026-02-03 09:35:00,21975.0,22000.0,21950.0,22000.0,33000
2026-02-03 09:40:00,22000.0,22000.0,22000.0,22000.0,8800
2026-02-03 09:45:00,21975.0,22000.0,21950.0,21950.0,23600
2026-02-03 09:50:00,21975.0,22000.0,21950.0,22000.0,7900
2026-02-03 09:55:00,22000.0,22000.0,21975.0,21975.0,10400
2026-02-03 10:00:00,22000.0,22000.0,21950.0,21975.0,13200
2026-02-03 10:05:00,21975.0,22000.0,21975.0,22000.0,12900
2026-02-03 10:10:00,21975.0,22000.0,21950.0,21950.0,26800
2026-02-03 10:15:00,21950.0,21975.0,21950.0,21975.0,3800
2026-02-03 10:20:00,21975.0,22050.0,21975.0,22050.0,47200
2026-02-03 10:25:00,22050.0,22075.0,22025.0,22050.0,19300
2026-02-03 10:30:00,22025.0,22050.0,22025.0,22050.0,10800
2026-02-03 10:35:00,22025.0,22075.0,22025.0,22050.0,12400
2026-02-03 10:40:00,22025.0,22025.0,22025.0,22025.0,500
2026-02-03 10:45:00,22025.0,22050.0,21975.0,22000.0,41500
2026-02-03 10:50:00,21975.0,22000.0,21975.0,21975.0,2400
2026-02-03 10:55:00,21975.0,22000.0,21975.0,22000.0,3300
2026-02-03 11:00:00,22000.0,22000.0,21975.0,22000.0,4400
2026-02-03 11:05:00,22000.0,22050.0,22000.0,22025.0,31900
2026-02-03 11:10:00,22025.0,22050.0,22025.0,22025.0,9800
2026-02-03 11:15:00,22025.0,22050.0,22025.0,22050.0,0
2026-02-03 11:20:00,22025.0,22050.0,22025.0,22050.0,2400
2026-02-03 11:25:00,22050.0,22075.0,22025.0,22025.0,23200
2026-02-03 11:30:00,22050.0,22050.0,22025.0,22050.0,3100
2026-02-03 11:35:00,22025.0,22050.0,22025.0,22050.0,15200
2026-02-03 11:40:00,22025.0,22050.0,22025.0,22025.0,1800
2026-02-03 11:45:00,22025.0,22050.0,22025.0,22025.0,9500
2026-02-03 11:50:00,22025.0,22025.0,22000.0,22000.0,21100
2026-02-03 11:55:00,22000.0,22025.0,22000.0,22000.0,5000
2026-02-03 13:30:00,22025.0,22025.0,22000.0,22025.0,20500
2026-02-03 13:35:00,22025.0,22050.0,22000.0,22050.0,7300
2026-02-03 13:40:00,22050.0,22050.0,22025.0,22025.0,7600
2026-02-03 13:45:00,22050.0,22050.0,22025.0,22050.0,28100
2026-02-03 13:50:00,22050.0,22075.0,22025.0,22075.0,40300
2026-02-03 13:55:00,22075.0,22075.0,22050.0,22075.0,2000
2026-02-03 14:00:00,22075.0,22075.0,22025.0,22050.0,12500
2026-02-03 14:05:00,22050.0,22050.0,22025.0,22025.0,1500
2026-02-03 14:10:00,22050.0,22050.0,22025.0,22025.0,10400
2026-02-03 14:15:00,22050.0,22050.0,22025.0,22050.0,3700
2026-02-03 14:20:00,22050.0,22050.0,22025.0,22050.0,1600
2026-02-03 14:25:00,22050.0,22075.0,22025.0,22075.0,12900
2026-02-03 14:30:00,22075.0,22075.0,22025.0,22025.0,13500
2026-02-03 14:35:00,22025.0,22050.0,22025.0,22025.0,14500
2026-02-03 14:40:00,22025.0,22050.0,22025.0,22050.0,13900
2026-02-03 14:45:00,22075.0,22075.0,22050.0,22050.0,12400
2026-02-03 14:50:00,22050.0,22075.0,22050.0,22050.0,17500
2026-02-03 14:55:00,22075.0,22075.0,22025.0,22025.0,27200
2026-02-03 15:00:00,22025.0,22050.0,22025.0,22025.0,2100
2026-02-03 15:05:00,22050.0,22050.0,22025.0,22025.0,27100
2026-02-03 15:10:00,22025.0,22050.0,22025.0,22050.0,7900
2026-02-03 15:15:00,22025.0,22050.0,22025.0,22025.0,8100
2026-02-03 15:20:00,22050.0,22075.0,22025.0,22075.0,51600
2026-02-03 15:25:00,22075.0,22125.0,22050.0,22075.0,47800
